articleTitle,articleLink,discussionResult,discussionResultDate,totalUser,totalPosts,totalWords,totalChars,keepVote,deleteVote,otherVotesCount,generalNotabilityCount,eventNotabilityCount,orgNotabilityCount,otherNotabilityCount,revClosestDate,revClosestID,revEditSize,revPageTitle
2017 NCAA Skiing Championships,/wiki/Wikipedia:Articles_for_deletion/2017_NCAA_Skiing_Championships,delete,2014-03-10 16:14:00,9,6,315,1881,0,1,4,0,0,0,3,2014-02-22 14:07:48,596634002,29,Wikipedia:Notability_(organizations_and_companies)
Fag bomb,/wiki/Wikipedia:Articles_for_deletion/Fag_bomb,keep,2014-03-10 06:51:00,18,36,2798,17787,4,3,4,0,1,0,0,2014-02-22 14:07:48,596634002,29,Wikipedia:Notability_(organizations_and_companies)
VloggerFair,/wiki/Wikipedia:Articles_for_deletion/VloggerFair,delete,2014-03-10 05:03:00,6,1,58,353,0,1,0,1,0,0,0,2014-02-22 14:07:48,596634002,29,Wikipedia:Notability_(organizations_and_companies)
Nikolaev Massacre,/wiki/Wikipedia:Articles_for_deletion/Nikolaev_Massacre,keep,2014-03-09 15:01:00,9,6,265,1642,3,0,3,0,0,0,1,2014-02-22 14:07:48,596634002,29,Wikipedia:Notability_(organizations_and_companies)
Merlien Institute Market Research Conferences,/wiki/Wikipedia:Articles_for_deletion/Merlien_Institute_Market_Research_Conferences,delete,2014-03-09 12:55:00,7,5,289,1738,0,2,3,0,0,1,1,2014-02-22 14:07:48,596634002,29,Wikipedia:Notability_(organizations_and_companies)
2014 Granatkin Memorial,/wiki/Wikipedia:Articles_for_deletion/2014_Granatkin_Memorial,delete and redirect to,2014-03-09 12:20:00,8,5,155,1032,0,2,3,1,1,0,2,2014-02-22 14:07:48,596634002,29,Wikipedia:Notability_(organizations_and_companies)
EFAF Atlantic Cup,/wiki/Wikipedia:Articles_for_deletion/EFAF_Atlantic_Cup,delete,2014-03-09 01:11:00,6,3,227,1435,1,1,1,2,0,0,3,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
2014 Eurocup Mégane Trophy season (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/2014_Eurocup_M%C3%A9gane_Trophy_season_(2nd_nomination),delete,2014-03-08 09:33:00,5,1,61,384,0,1,0,2,0,0,3,2014-02-22 14:07:48,596634002,29,Wikipedia:Notability_(organizations_and_companies)
Timeline of the 2014 Crimean crisis,/wiki/Wikipedia:Articles_for_deletion/Timeline_of_the_2014_Crimean_crisis,keep,2014-03-06 16:21:00,11,8,256,1554,6,0,1,0,0,0,5,2014-02-22 14:07:48,596634002,29,Wikipedia:Notability_(organizations_and_companies)
2012–13 Copa Catalunya,/wiki/Wikipedia:Articles_for_deletion/2012%E2%80%9313_Copa_Catalunya,no consensus,2014-03-06 05:06:00,10,7,278,1607,3,1,3,2,0,0,4,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Space Penguins of Tuscumbia,/wiki/Wikipedia:Articles_for_deletion/Space_Penguins_of_Tuscumbia,delete,2014-03-05 04:04:00,20,17,870,5353,0,10,7,1,0,0,7,2014-02-22 14:07:48,596634002,29,Wikipedia:Notability_(organizations_and_companies)
Action On Film International Film Festival,/wiki/Wikipedia:Articles_for_deletion/Action_On_Film_International_Film_Festival,keep,2014-03-04 19:12:00,7,4,126,822,3,0,1,0,0,1,1,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
Miss Russia 2015,/wiki/Wikipedia:Articles_for_deletion/Miss_Russia_2015,delete,2014-03-03 23:08:00,6,3,122,775,0,2,1,0,0,0,2,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
Centenary of Military Aviation 2014 Air Show,/wiki/Wikipedia:Articles_for_deletion/Centenary_of_Military_Aviation_2014_Air_Show,Incubate,2014-03-03 01:22:00,17,11,677,4108,0,4,5,1,3,0,3,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
Russian invasion of Crimea,/wiki/Wikipedia:Articles_for_deletion/Russian_invasion_of_Crimea,speedy keep,2014-03-02 21:01:00,39,40,1381,8304,21,3,16,0,0,0,3,2014-02-22 14:07:48,596634002,29,Wikipedia:Notability_(organizations_and_companies)
Football at the 2015 Pan American Games,/wiki/Wikipedia:Articles_for_deletion/Football_at_the_2015_Pan_American_Games,no consensus,2014-03-02 17:10:00,11,8,392,2293,5,3,0,1,1,0,6,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Flight RFL111,/wiki/Wikipedia:Articles_for_deletion/Flight_RFL111,keep,2014-02-28 21:46:00,21,15,593,3698,10,4,0,0,3,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
El Kassasin Accident,/wiki/Wikipedia:Articles_for_deletion/El_Kassasin_Accident,delete,2014-03-01 04:53:00,8,4,163,877,0,1,2,3,0,0,0,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
2013 Mardan funeral bombing,/wiki/Wikipedia:Articles_for_deletion/2013_Mardan_funeral_bombing,no consensus,2014-03-01 04:09:00,12,9,286,1734,4,3,2,0,0,0,6,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
Twins Days (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Twins_Days_(2nd_nomination),keep,2014-02-28 08:56:00,8,5,110,696,4,0,1,1,0,0,4,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Operation Chameleon '92,/wiki/Wikipedia:Articles_for_deletion/Operation_Chameleon_%2792,delete,2014-02-28 13:43:00,4,1,37,228,0,0,1,0,0,0,3,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
Egyptian Revolution of 2013,/wiki/Wikipedia:Articles_for_deletion/Egyptian_Revolution_of_2013,no consensus,2014-02-28 15:15:00,23,21,1174,7026,6,6,7,0,0,0,8,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
The Atlantic Cup 2011 (football),/wiki/Wikipedia:Articles_for_deletion/The_Atlantic_Cup_2011_(football),delete,2014-02-28 15:36:00,10,7,538,3275,0,0,5,1,0,0,4,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
WrestleMania XXX,/wiki/Wikipedia:Articles_for_deletion/WrestleMania_XXX,Withdrawn by nominator as,2014-02-27 19:17:00,15,8,291,1662,5,0,3,1,0,0,5,2014-02-22 14:07:48,596634002,29,Wikipedia:Notability_(organizations_and_companies)
Garmsir incident (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Garmsir_incident_(2nd_nomination),delete,2014-02-27 08:32:00,5,2,59,393,1,1,0,1,0,0,5,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Australian Webstream Awards,/wiki/Wikipedia:Articles_for_deletion/Australian_Webstream_Awards,soft delete,2014-02-25 19:03:00,3,0,0,0,0,0,0,1,0,0,5,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
List of shootings in Colorado,/wiki/Wikipedia:Articles_for_deletion/List_of_shootings_in_Colorado,no consensus,2014-02-25 20:14:00,6,3,115,666,2,0,1,0,0,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Big Shows,/wiki/Wikipedia:Articles_for_deletion/Big_Shows,merge to,2014-02-25 07:56:00,6,3,151,842,0,0,3,0,1,0,5,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Alexian Lien beating,/wiki/Wikipedia:Articles_for_deletion/Alexian_Lien_beating,keep,2014-02-24 20:03:00,15,13,1000,5987,5,2,5,1,1,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
"Aberdeen North by-election, 1928","/wiki/Wikipedia:Articles_for_deletion/Aberdeen_North_by-election,_1928",keep,2014-02-23 22:24:00,12,7,388,2392,3,0,4,0,0,0,2,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
"Illinois's 17th congressional district election, 2010","/wiki/Wikipedia:Articles_for_deletion/Illinois%27s_17th_congressional_district_election,_2010",keep,2014-02-23 09:33:00,5,2,76,513,2,0,0,1,0,0,2,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
2014 Shama Cinema bombing,/wiki/Wikipedia:Articles_for_deletion/2014_Shama_Cinema_bombing,redirect to,2014-02-22 15:02:00,12,10,1368,8128,0,0,10,0,0,0,5,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
2014 Iranian protests,/wiki/Wikipedia:Articles_for_deletion/2014_Iranian_protests,delete,2014-02-22 15:08:00,9,3,53,327,0,1,0,1,0,0,0,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
Brazil at the 2014 Winter Paralympics,/wiki/Wikipedia:Articles_for_deletion/Brazil_at_the_2014_Winter_Paralympics,keep,2014-02-23 01:37:00,9,3,73,454,0,0,3,0,0,0,1,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
Pititsa hill climb,/wiki/Wikipedia:Articles_for_deletion/Pititsa_hill_climb,keep,2014-02-22 11:19:00,8,3,212,1280,2,0,1,1,0,0,2,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
1996 Sarajevo tram attack,/wiki/Wikipedia:Articles_for_deletion/1996_Sarajevo_tram_attack,merge to,2014-02-21 15:16:00,12,2,48,286,2,0,0,1,0,0,2,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
Death of Lisa Harnum,/wiki/Wikipedia:Articles_for_deletion/Death_of_Lisa_Harnum,delete,2014-02-19 11:18:00,10,6,303,1819,0,5,1,0,2,0,6,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
2008 Skåne County earthquake (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/2008_Sk%C3%A5ne_County_earthquake_(2nd_nomination),keep,2014-02-19 10:11:00,11,8,475,2840,3,1,2,1,0,0,0,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Anime Blast Chattanooga,/wiki/Wikipedia:Articles_for_deletion/Anime_Blast_Chattanooga,delete,2014-02-19 09:03:00,8,2,63,382,0,1,1,1,0,0,1,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
Bloodbath of B-R5RB,/wiki/Wikipedia:Articles_for_deletion/Bloodbath_of_B-R5RB,keep,2014-02-19 08:16:00,9,6,479,2808,4,0,1,1,2,0,2,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
2011–12 Tercera División,/wiki/Wikipedia:Articles_for_deletion/2011%E2%80%9312_Tercera_Divisi%C3%B3n,delete,2014-02-19 09:23:00,6,3,44,267,0,3,0,1,0,0,2,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
The Atlantic Cup (football),/wiki/Wikipedia:Articles_for_deletion/The_Atlantic_Cup_(football),keep,2014-02-19 01:34:00,12,5,286,1706,3,0,1,1,0,0,4,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
Miss Mangalore,/wiki/Wikipedia:Articles_for_deletion/Miss_Mangalore,delete,2014-02-18 13:14:00,6,3,40,307,0,2,1,1,0,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Inauguration of Corazon Aquino,/wiki/Wikipedia:Articles_for_deletion/Inauguration_of_Corazon_Aquino,merge to,2014-02-18 13:44:00,7,7,407,2571,0,1,6,0,0,0,3,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Karaikal gang rape,/wiki/Wikipedia:Articles_for_deletion/Karaikal_gang_rape,delete,2014-02-18 12:36:00,8,1,23,136,0,1,0,0,0,0,1,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
Murder of Nicholas Candy,/wiki/Wikipedia:Articles_for_deletion/Murder_of_Nicholas_Candy,delete,2014-02-18 12:30:00,4,3,243,1391,0,2,1,0,1,0,3,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
2009 Ipoh bus crash,/wiki/Wikipedia:Articles_for_deletion/2009_Ipoh_bus_crash,delete,2014-02-18 09:11:00,5,2,22,168,0,2,0,0,0,0,1,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
List of events named pogrom,/wiki/Wikipedia:Articles_for_deletion/List_of_events_named_pogrom,merge to,2014-02-18 02:19:00,36,12,762,4456,2,3,7,0,0,0,13,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
The Atlantic Cup 2013 (football),/wiki/Wikipedia:Articles_for_deletion/The_Atlantic_Cup_2013_(football),delete,2014-02-18 04:40:00,15,12,378,2418,2,6,4,3,0,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Pegasus Airlines Flight 751,/wiki/Wikipedia:Articles_for_deletion/Pegasus_Airlines_Flight_751,merge to,2014-02-18 05:37:00,7,0,0,0,0,0,0,3,0,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Brattleboro Free Folk Festival,/wiki/Wikipedia:Articles_for_deletion/Brattleboro_Free_Folk_Festival,no consensus,2014-02-16 01:26:00,4,1,116,645,1,0,0,0,0,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Online Revolution,/wiki/Wikipedia:Articles_for_deletion/Online_Revolution,no consensus,2014-02-16 01:29:00,3,0,0,0,0,0,0,0,0,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Red Canyon fire,/wiki/Wikipedia:Articles_for_deletion/Red_Canyon_fire,delete,2014-02-15 02:08:00,4,1,17,114,0,1,0,0,0,0,3,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
2014 Chemins de Fer de Provence derailment,/wiki/Wikipedia:Articles_for_deletion/2014_Chemins_de_Fer_de_Provence_derailment,keep,2014-02-15 01:45:00,13,10,476,2873,7,0,3,2,1,0,2,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
Tuguegarao fire,/wiki/Wikipedia:Articles_for_deletion/Tuguegarao_fire,delete,2014-02-13 08:22:00,6,3,56,362,0,1,1,0,1,0,3,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
"Federal popular initiative ""against mass immigration""",/wiki/Wikipedia:Articles_for_deletion/Federal_popular_initiative_%22against_mass_immigration%22,Speedy keep,2014-02-13 02:09:00,20,19,951,5666,10,0,4,2,0,0,2,2014-02-07 21:47:00,594426737,2,Wikipedia:Notability_(events)
Award ceremony,/wiki/Wikipedia:Articles_for_deletion/Award_ceremony,redirect to,2014-02-11 21:44:00,10,5,111,691,0,1,4,2,0,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Phil Robertson ,/wiki/Wikipedia:Articles_for_deletion/Phil_Robertson_%27%27GQ%27%27_interview_controversy,merge to,2014-02-11 11:26:00,54,58,5796,34835,6,12,8,1,3,0,23,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
2010–11 Copa Catalunya,/wiki/Wikipedia:Articles_for_deletion/2010%E2%80%9311_Copa_Catalunya,delete,2014-02-11 09:38:00,10,7,175,1064,0,5,2,1,0,0,4,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
"United States presidential election in Benton County, Indiana, 2012","/wiki/Wikipedia:Articles_for_deletion/United_States_presidential_election_in_Benton_County,_Indiana,_2012",delete,2014-02-11 12:57:00,6,3,135,889,0,3,0,0,0,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Volta Caberet,/wiki/Wikipedia:Articles_for_deletion/Volta_Caberet,delete,2014-02-09 22:09:00,8,2,39,239,0,2,0,0,0,0,1,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Richard Keech,/wiki/Wikipedia:Articles_for_deletion/Richard_Keech,delete,2014-02-09 14:24:00,13,7,503,2880,0,5,2,0,0,0,4,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
2013–14 Wisła Płock season,/wiki/Wikipedia:Articles_for_deletion/2013%E2%80%9314_Wis%C5%82a_P%C5%82ock_season,delete,2014-02-08 16:09:00,10,3,97,606,0,3,0,1,0,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Hamburg demonstrations,/wiki/Wikipedia:Articles_for_deletion/Hamburg_demonstrations,keep,2014-02-09 01:34:00,9,5,236,1382,2,0,3,0,0,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
2013 Irkutsk Antonov An-12 crash,/wiki/Wikipedia:Articles_for_deletion/2013_Irkutsk_Antonov_An-12_crash,keep,2014-02-06 00:09:00,16,12,553,3465,6,3,1,4,1,0,5,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
2014 South Korea vs Tunisia Football Match,/wiki/Wikipedia:Articles_for_deletion/2014_South_Korea_vs_Tunisia_Football_Match,delete,2014-02-05 08:46:00,13,7,243,1455,0,6,0,0,0,0,3,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
WWE Raw 1000,/wiki/Wikipedia:Articles_for_deletion/WWE_Raw_1000,keep,2014-02-04 19:58:00,21,11,641,3740,2,0,9,2,0,0,0,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
"United States presidential election in Putnam County, Indiana, 2008","/wiki/Wikipedia:Articles_for_deletion/United_States_presidential_election_in_Putnam_County,_Indiana,_2008",speedy keep,2014-02-04 21:42:00,6,1,17,112,0,0,1,0,0,0,5,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
2015 College Football Championship Game,/wiki/Wikipedia:Articles_for_deletion/2015_College_Football_Championship_Game,keep,2014-02-03 17:59:00,23,20,3188,18926,4,3,7,4,0,0,9,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
2011 Somerset hot air balloon crash,/wiki/Wikipedia:Articles_for_deletion/2011_Somerset_hot_air_balloon_crash,delete,2014-02-03 20:29:00,6,3,67,416,0,1,2,0,1,0,1,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Battle of Sikandarabad,/wiki/Wikipedia:Articles_for_deletion/Battle_of_Sikandarabad,delete,2014-02-03 15:32:00,5,2,22,137,0,2,0,0,0,0,1,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
WMC 2009,/wiki/Wikipedia:Articles_for_deletion/WMC_2009,redirect to,2014-02-03 01:04:00,5,2,43,287,0,0,2,0,0,0,3,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
ConIFA World Football Cup,/wiki/Wikipedia:Articles_for_deletion/ConIFA_World_Football_Cup,keep,2014-02-02 20:38:00,7,3,145,889,2,0,1,2,0,0,1,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Festarch,/wiki/Wikipedia:Articles_for_deletion/Festarch,delete,2014-02-02 00:54:00,4,1,55,324,0,1,0,0,0,0,3,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
Next Serbian parliamentary election,/wiki/Wikipedia:Articles_for_deletion/Next_Serbian_parliamentary_election,withdrawn by nominator,2014-02-01 19:57:00,19,11,1135,6708,1,0,9,0,0,0,5,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
1889 Ulster Senior Football Championship,/wiki/Wikipedia:Articles_for_deletion/1889_Ulster_Senior_Football_Championship,delete,2014-02-01 10:03:00,5,2,76,475,0,1,1,1,0,0,1,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
Nyéléni,/wiki/Wikipedia:Articles_for_deletion/Ny%C3%A9l%C3%A9ni,delete,2014-01-31 02:53:00,9,4,204,1236,0,3,0,0,0,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
2010 in Slovak football,/wiki/Wikipedia:Articles_for_deletion/2010_in_Slovak_football,delete,2014-01-30 14:37:00,9,3,75,465,0,3,0,0,0,0,2,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
2014 Snapchat hack,/wiki/Wikipedia:Articles_for_deletion/2014_Snapchat_hack,Merge into,2014-01-29 23:28:00,15,11,498,2979,4,0,5,1,3,0,1,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Ivanovic–S. Williams match at the 2014 Australian Open,/wiki/Wikipedia:Articles_for_deletion/Ivanovic%E2%80%93S._Williams_match_at_the_2014_Australian_Open,delete,2014-01-29 14:14:00,28,23,795,4838,1,16,6,1,0,0,3,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
1962 RAF Bristol Belvedere crash,/wiki/Wikipedia:Articles_for_deletion/1962_RAF_Bristol_Belvedere_crash,Speedy delete per CSD G5,2014-01-28 10:06:00,9,1,36,231,0,0,1,0,0,0,1,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Saujac air crash,/wiki/Wikipedia:Articles_for_deletion/Saujac_air_crash,speedy delete,2014-01-28 13:30:00,9,7,264,1640,1,0,5,0,0,0,3,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
February 1982 Korean Air Force C-123 accident,/wiki/Wikipedia:Articles_for_deletion/February_1982_Korean_Air_Force_C-123_accident,speedy keep,2014-01-28 18:28:00,11,7,439,2591,3,0,2,1,0,0,3,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Action of 10 April 1940,/wiki/Wikipedia:Articles_for_deletion/Action_of_10_April_1940,merge to,2014-01-27 22:04:00,11,4,99,565,0,1,3,1,0,0,3,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
1963 RAF Bristol Belvedere crash,/wiki/Wikipedia:Articles_for_deletion/1963_RAF_Bristol_Belvedere_crash,speedy delete,2014-01-28 00:31:00,3,0,0,0,0,0,0,1,0,0,3,2014-01-20 02:31:16,591503063,7,Wikipedia:Notability_(events)
Action of 16 November 1943,/wiki/Wikipedia:Articles_for_deletion/Action_of_16_November_1943,delete,2014-01-27 00:59:00,10,4,90,538,1,2,1,1,0,0,3,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
Chennai Worlds 2014,/wiki/Wikipedia:Articles_for_deletion/Chennai_Worlds_2014,keep,2014-01-26 17:50:00,3,1,9,65,1,0,0,0,1,0,1,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
2005–06 Copa Catalunya (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/2005%E2%80%9306_Copa_Catalunya_(2nd_nomination),delete,2014-01-26 17:34:00,13,10,451,2680,2,6,2,2,0,0,4,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
Beaver contest,/wiki/Wikipedia:Articles_for_deletion/Beaver_contest,delete,2014-01-26 17:53:00,9,5,191,1119,0,5,0,3,1,0,2,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
Battle of Zavlaka (1941),/wiki/Wikipedia:Articles_for_deletion/Battle_of_Zavlaka_(1941),delete,2014-01-26 12:28:00,8,4,277,1669,0,0,1,0,0,0,4,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
Rainbow Film Festival – Shropshire Lesbian and Gay Film Festival,/wiki/Wikipedia:Articles_for_deletion/Rainbow_Film_Festival_%E2%80%93_Shropshire_Lesbian_and_Gay_Film_Festival,delete,2014-01-26 01:14:00,4,2,30,187,0,2,0,0,0,0,4,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
Ask a Stupid Question Day (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Ask_a_Stupid_Question_Day_(2nd_nomination),keep,2014-01-24 22:07:00,5,3,447,4409,1,0,0,0,0,0,2,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
Battle of Banja Koviljača,/wiki/Wikipedia:Articles_for_deletion/Battle_of_Banja_Kovilja%C4%8Da,keep,2014-01-25 00:29:00,14,7,283,3281,4,1,2,0,0,0,1,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
Rock for Dimes,/wiki/Wikipedia:Articles_for_deletion/Rock_for_Dimes,delete,2014-01-24 02:55:00,7,4,172,1094,0,2,2,1,0,0,7,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
The Vatican Splendor,/wiki/Wikipedia:Articles_for_deletion/The_Vatican_Splendor,keep,2014-01-22 17:50:00,6,6,410,2566,3,0,3,1,0,0,7,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
RCSU Science Challenge,/wiki/Wikipedia:Articles_for_deletion/RCSU_Science_Challenge,delete,2014-01-23 03:37:00,4,2,33,206,0,2,0,1,0,0,0,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
First Cuban rafter,/wiki/Wikipedia:Articles_for_deletion/First_Cuban_rafter,delete,2014-01-23 03:25:00,10,5,67,434,0,3,2,5,0,0,1,2013-12-23 02:51:57,587317775,3,Wikipedia:Notability_(events)
